sampleID	dnaSampleID	siteID	sequencerRunID	internalLabID	collectDate	processedDate	sampleTotalReadNumber	sampleFilteredReadNumber	ncbiProjectID	remarks
LENO_064-M-20180709	LENO_064-M-20180709-COMP-DNA1	LENO	HWWGYBGX7	BMI_Plate88WellE11	2018-07-09T18:17:00Z	2019-01-07T00:00:00Z	2554678	1019327	PRJNA406974	paired ends may be out of order
LENO_004-M-20180709	LENO_004-M-20180709-COMP-DNA1	LENO	HWWGYBGX7	BMI_Plate88WellE5	2018-07-09T19:06:00Z	2019-01-07T00:00:00Z	6633637	2702286	PRJNA406974	paired ends may be out of order
LENO_005-M-20180709	LENO_005-M-20180709-COMP-DNA1	LENO	HWWGYBGX7	BMI_Plate88WellE6	2018-07-09T20:05:00Z	2019-01-07T00:00:00Z	7977213	5152968	PRJNA406974	paired ends may be out of order
LENO_001-M-20180711	LENO_001-M-20180711-COMP-DNA1	LENO	HWWGYBGX7	BMI_Plate88WellF10	2018-07-11T16:18:00Z	2019-01-07T00:00:00Z	5973707	2955618	PRJNA406974	paired ends may be out of order
TALL_047-O-20160822	TALL_047-O-20160822-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellE11	2016-08-22T13:47:00Z	2018-09-04T00:00:00Z	14999518	7959207	PRJNA406974	paired ends may be out of order
TALL_047-M-20160822	TALL_047-M-20160822-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellF11	2016-08-22T15:26:00Z	2018-09-04T00:00:00Z	5867840	2300608	PRJNA406974	paired ends may be out of order
TALL_044-M-20160822	TALL_044-M-20160822-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellG11	2016-08-22T17:22:00Z	2018-09-04T00:00:00Z	15428322	5937115	PRJNA406974	paired ends may be out of order
TALL_051-M-20160822	TALL_051-M-20160822-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellD11	2016-08-22T17:51:00Z	2018-09-04T00:00:00Z	8597942	3458770	PRJNA406974	paired ends may be out of order
TALL_051-O-20160822	TALL_051-O-20160822-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellC11	2016-08-22T17:30:00Z	2018-09-04T00:00:00Z	17500921	7007870	PRJNA406974	paired ends may be out of order
TALL_006-M-20160822	TALL_006-M-20160822-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate68WellH6	2016-08-22T20:21:00Z	2018-09-04T00:00:00Z	10045981	4006834	PRJNA406974	paired ends may be out of order
TALL_004-M-20160823	TALL_004-M-20160823-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate68WellG6	2016-08-23T14:17:00Z	2018-09-04T00:00:00Z	3880006	1481601	PRJNA406974	paired ends may be out of order
TALL_054-M-20160823	TALL_054-M-20160823-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellB11	2016-08-23T15:10:00Z	2018-09-04T00:00:00Z	13955647	9196583	PRJNA406974	paired ends may be out of order
TALL_007-M-20160823	TALL_007-M-20160823-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate69WellH11	2016-08-23T17:08:00Z	2018-09-04T00:00:00Z	12768110	5140136	PRJNA406974	paired ends may be out of order
TALL_002-O-20160823	TALL_002-O-20160823-COMP-DNA1	TALL	HFWM5BGX7	BMI_Plate68WellE6	2016-08-23T18:04:00Z	2018-08-29T00:00:00Z	11658165	7851840	PRJNA406974	paired ends may be out of order
TALL_001-M-20160823	TALL_001-M-20160823-COMP-DNA1	TALL	HFWM5BGX7	BMI_Plate68WellD6	2016-08-23T19:17:00Z	2018-08-29T00:00:00Z	9070352	8437633	PRJNA406974	paired ends may be out of order
TALL_003-M-20160823	TALL_003-M-20160823-COMP-DNA1	TALL	HL77TBGX7	BMI_Plate68WellF6	2016-08-23T19:54:00Z	2018-09-04T00:00:00Z	12371154	4880758	PRJNA406974	paired ends may be out of order
TALL_007-O-20170612	TALL_007-O-20170612-COMP-DNA1	TALL	HFWM2BGX7	BMI_Plate41WellF12	2017-06-12T16:35:00Z	2018-09-26T00:00:00Z	39277026	19566716	PRJNA406974	paired ends may be out of order
TALL_051-M-20180618	TALL_051-M-20180618-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD12	2018-06-18T13:15:00Z	2019-01-07T00:00:00Z	8097736	3138648	PRJNA406974	paired ends may be out of order
TALL_054-M-20180618	TALL_054-M-20180618-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellC5	2018-06-18T14:18:00Z	2019-01-07T00:00:00Z	6400054	2457478	PRJNA406974	paired ends may be out of order
TALL_047-M-20180618	TALL_047-M-20180618-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD11	2018-06-18T15:28:00Z	2019-01-07T00:00:00Z	7615761	3026878	PRJNA406974	paired ends may be out of order
TALL_044-M-20180618	TALL_044-M-20180618-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD10	2018-06-18T16:21:00Z	2019-01-07T00:00:00Z	6890408	6034515	PRJNA406974	paired ends may be out of order
TALL_002-M-20180620	TALL_002-M-20180620-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD5	2018-06-20T13:15:00Z	2019-01-07T00:00:00Z	6170981	2430737	PRJNA406974	paired ends may be out of order
TALL_007-M-20180620	TALL_007-M-20180620-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD9	2018-06-20T13:28:00Z	2019-01-07T00:00:00Z	7308780	2789887	PRJNA406974	paired ends may be out of order
TALL_001-M-20180620	TALL_001-M-20180620-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellE12	2018-06-20T14:53:00Z	2019-01-07T00:00:00Z	7680617	7132333	PRJNA406974	paired ends may be out of order
TALL_006-M-20180620	TALL_006-M-20180620-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD8	2018-06-20T14:56:00Z	2019-01-07T00:00:00Z	6097867	2372729	PRJNA406974	paired ends may be out of order
TALL_004-M-20180620	TALL_004-M-20180620-COMP-DNA1	TALL	HWWGYBGX7	BMI_Plate88WellD7	2018-06-20T16:50:00Z	2019-01-07T00:00:00Z	2242133	1455036	PRJNA406974	paired ends may be out of order
WOOD_002-M-20170712	WOOD_002-M-20170712-COMP-DNA2	WOOD	HFWM5BGX7	BMI_Plate68WellC4	2017-07-12T20:24:00Z	2018-08-29T00:00:00Z	2461580	1121458	PRJNA406974	paired ends may be out of order
WOOD_001-M-20180723	WOOD_001-M-20180723-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1115	2018-07-23T17:38:00Z	2019-05-16T00:00:00Z	4805006	2076795	PRJNA406974	paired ends may be out of order
WOOD_004-M-20180723	WOOD_004-M-20180723-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1119	2018-07-23T19:04:00Z	2019-05-16T00:00:00Z	1540662	556466	PRJNA406974	paired ends may be out of order
WOOD_042-M-20180723	WOOD_042-M-20180723-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1122	2018-07-23T20:29:00Z	2019-05-16T00:00:00Z	5711542	3013768	PRJNA406974	paired ends may be out of order
WOOD_003-O-20180723	WOOD_003-O-20180723-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1118	2018-07-23T20:36:00Z	2019-05-16T00:00:00Z	2749409	1348447	PRJNA406974	paired ends may be out of order
WOOD_003-M-20180723	WOOD_003-M-20180723-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1117	2018-07-23T21:21:00Z	2019-05-16T00:00:00Z	4708575	3137907	PRJNA406974	paired ends may be out of order
WOOD_043-M-20180724	WOOD_043-M-20180724-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1123	2018-07-24T15:03:00Z	2019-05-16T00:00:00Z	1361756	623503	PRJNA406974	paired ends may be out of order
WOOD_002-M-20180724	WOOD_002-M-20180724-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1116	2018-07-24T17:54:00Z	2019-05-16T00:00:00Z	6650729	2793598	PRJNA406974	paired ends may be out of order
WOOD_005-M-20180724	WOOD_005-M-20180724-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1120	2018-07-24T19:20:00Z	2019-05-16T00:00:00Z	1592868	588964	PRJNA406974	paired ends may be out of order
WOOD_024-M-20180725	WOOD_024-M-20180725-COMP-DNA1	WOOD	HWTY2BGX7	18S_12_1121	2018-07-25T17:29:00Z	2019-05-16T00:00:00Z	3285444	814584	PRJNA406974	paired ends may be out of order
CPER_002-M-20160719	CPER_002-M-20160719-COMP-DNA1	CPER	HLN2HBGX7	BMI_Plate72WellF1	2016-07-19T17:17:00Z	2018-09-11T00:00:00Z	10632480	4572710	PRJNA406974	paired ends may be out of order
CPER_001-M-20160720	CPER_001-M-20160720-COMP-DNA1	CPER	HLN2HBGX7	BMI_Plate72WellE1	2016-07-20T18:32:00Z	2018-09-11T00:00:00Z	8230428	7535729	PRJNA406974	paired ends may be out of order
CPER_002-M-20170710	CPER_002-M-20170710-COMP-DNA1	CPER	HM2FCBGX7	BMI_Plate67WellB2	2017-07-10T16:20:00Z	2018-08-21T00:00:00Z	8529798	3348429	PRJNA406974	paired ends may be out of order
CPER_004-M-20170710	CPER_004-M-20170710-COMP-DNA1	CPER	HFWM5BGX7	BMI_Plate67WellD2	2017-07-10T17:35:00Z	2018-08-29T00:00:00Z	9868797	3997545	PRJNA406974	paired ends may be out of order
CPER_046-M-20170710	CPER_046-M-20170710-COMP-DNA1	CPER	HFWM5BGX7	BMI_Plate67WellH2	2017-07-10T18:17:00Z	2018-08-29T00:00:00Z	3332254	1383379	PRJNA406974	paired ends may be out of order
CPER_003-M-20170710	CPER_003-M-20170710-COMP-DNA1	CPER	HFWM5BGX7	BMI_Plate67WellC2	2017-07-10T18:30:00Z	2018-08-29T00:00:00Z	13447984	5570043	PRJNA406974	paired ends may be out of order
CPER_045-M-20170710	CPER_045-M-20170710-COMP-DNA1	CPER	HFWM5BGX7	BMI_Plate67WellG2	2017-07-10T19:20:00Z	2018-08-29T00:00:00Z	2492025	997724	PRJNA406974	paired ends may be out of order
CPER_001-M-20170710	CPER_001-M-20170710-COMP-DNA1	CPER	HM2FCBGX7	BMI_Plate67WellA2	2017-07-10T19:50:00Z	2018-08-21T00:00:00Z	13785065	5354369	PRJNA406974	paired ends may be out of order
CPER_047-M-20170710	CPER_047-M-20170710-COMP-DNA1	CPER	HM2FCBGX7	BMI_Plate61WellG11	2017-07-10T20:34:00Z	2018-08-21T00:00:00Z	3606546	1545248	PRJNA406974	paired ends may be out of order
CPER_005-M-20170710	CPER_005-M-20170710-COMP-DNA1	CPER	HFWM5BGX7	BMI_Plate67WellE2	2017-07-10T21:03:00Z	2018-08-29T00:00:00Z	11544530	4744509	PRJNA406974	paired ends may be out of order
CPER_048-M-20170710	CPER_048-M-20170710-COMP-DNA1	CPER	HM2FCBGX7	BMI_Plate61WellG12	2017-07-10T21:47:00Z	2018-08-21T00:00:00Z	12839294	5637138	PRJNA406974	paired ends may be out of order
CPER_006-M-20170711	CPER_006-M-20170711-COMP-DNA2	CPER	HWVCLBGX7	BMI_Plate75WellH11	2017-07-11T23:04:00Z	2018-12-04T00:00:00Z	5214209	2760019	PRJNA406974	paired ends may be out of order
CPER_002-M-20180702	CPER_002-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellF12	2018-07-02T17:00:00Z	2018-12-21T00:00:00Z	7017346	4534131	PRJNA406974	paired ends may be out of order
CPER_046-M-20180702	CPER_046-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG6	2018-07-02T17:07:00Z	2018-12-21T00:00:00Z	10956249	4340008	PRJNA406974	paired ends may be out of order
CPER_047-M-20180702	CPER_047-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG7	2018-07-02T18:13:00Z	2018-12-21T00:00:00Z	5392869	2703739	PRJNA406974	paired ends may be out of order
CPER_004-M-20180702	CPER_004-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG2	2018-07-02T18:32:00Z	2018-12-21T00:00:00Z	12728786	4997824	PRJNA406974	paired ends may be out of order
CPER_045-M-20180702	CPER_045-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG5	2018-07-02T19:25:00Z	2018-12-21T00:00:00Z	12070579	4767392	PRJNA406974	paired ends may be out of order
CPER_003-M-20180702	CPER_003-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG1	2018-07-02T20:19:00Z	2018-12-21T00:00:00Z	10917112	5606080	PRJNA406974	paired ends may be out of order
CPER_048-M-20180702	CPER_048-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG8	2018-07-02T20:31:00Z	2018-12-21T00:00:00Z	12426904	4933117	PRJNA406974	paired ends may be out of order
CPER_005-M-20180702	CPER_005-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG3	2018-07-02T21:51:00Z	2018-12-21T00:00:00Z	12986802	4997978	PRJNA406974	paired ends may be out of order
CPER_006-M-20180702	CPER_006-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellG4	2018-07-02T21:56:00Z	2018-12-21T00:00:00Z	11322834	5754740	PRJNA406974	paired ends may be out of order
CPER_001-M-20180702	CPER_001-M-20180702-COMP-DNA1	CPER	HWVWMBGX7	BMI_Plate81WellF11	2018-07-02T23:20:00Z	2018-12-21T00:00:00Z	6424747	2517468	PRJNA406974	paired ends may be out of order
RMNP_041-M-20170807	RMNP_041-M-20170807-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellH3	2017-08-07T06:10:00Z	2018-08-29T00:00:00Z	1844426	1215399	PRJNA406974	paired ends may be out of order
RMNP_002-O-20170807	RMNP_002-O-20170807-COMP-DNA1	RMNP	HM2FCBGX7	BMI_Plate67WellA3	2017-08-07T15:01:00Z	2018-08-21T00:00:00Z	9380131	3718632	PRJNA406974	paired ends may be out of order
RMNP_044-O-20170807	RMNP_044-O-20170807-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellC4	2017-08-07T15:03:00Z	2018-08-29T00:00:00Z	6245159	2478693	PRJNA406974	paired ends may be out of order
RMNP_045-O-20170807	RMNP_045-O-20170807-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellD4	2017-08-07T15:50:00Z	2018-08-29T00:00:00Z	2808646	1111382	PRJNA406974	paired ends may be out of order
RMNP_019-M-20170807	RMNP_019-M-20170807-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellF3	2017-08-07T17:12:00Z	2018-08-29T00:00:00Z	3115891	2852378	PRJNA406974	paired ends may be out of order
RMNP_043-O-20170807	RMNP_043-O-20170807-COMP-DNA1	RMNP	HM2FCBGX7	BMI_Plate67WellB4	2017-08-07T17:10:00Z	2018-08-21T00:00:00Z	2998649	1533367	PRJNA406974	paired ends may be out of order
RMNP_019-O-20170807	RMNP_019-O-20170807-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellG3	2017-08-07T17:00:00Z	2018-08-29T00:00:00Z	1448123	581251	PRJNA406974	paired ends may be out of order
RMNP_041-O-20170807	RMNP_041-O-20170807-COMP-DNA1	RMNP	HM2FCBGX7	BMI_Plate67WellA4	2017-08-07T17:52:00Z	2018-08-21T00:00:00Z	2836114	1102648	PRJNA406974	paired ends may be out of order
RMNP_013-O-20170807	RMNP_013-O-20170807-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellE3	2017-08-07T18:40:00Z	2018-08-29T00:00:00Z	12118228	4942978	PRJNA406974	paired ends may be out of order
RMNP_004-O-20170808	RMNP_004-O-20170808-COMP-DNA1	RMNP	HM2FCBGX7	BMI_Plate67WellB3	2017-08-08T16:19:00Z	2018-08-21T00:00:00Z	9567234	6233365	PRJNA406974	paired ends may be out of order
RMNP_006-O-20170808	RMNP_006-O-20170808-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellD3	2017-08-08T19:21:00Z	2018-08-29T00:00:00Z	2230395	1089083	PRJNA406974	paired ends may be out of order
RMNP_005-O-20170808	RMNP_005-O-20170808-COMP-DNA1	RMNP	HFWM5BGX7	BMI_Plate67WellC3	2017-08-08T21:58:00Z	2018-08-29T00:00:00Z	13003351	5232077	PRJNA406974	paired ends may be out of order
STER_031-M-20160817	STER_031-M-20160817-COMP-DNA1	STER	HFWM2BGX7	BMI_Plate19WellA4	2016-08-17T17:11:00Z	2018-09-26T00:00:00Z	443993	222038	PRJNA406974	paired ends may be out of order
STER_033-M-20160818	STER_033-M-20160818-COMP-DNA1	STER	HFWM2BGX7	BMI_Plate19WellA8	2016-08-18T15:27:00Z	2018-09-26T00:00:00Z	1960225	814944	PRJNA406974	paired ends may be out of order
STER_031-M-20170605	STER_031-M-20170605-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate67WellF4	2017-06-05T14:09:00Z	2018-08-29T00:00:00Z	8914446	3640374	PRJNA406974	paired ends may be out of order
STER_028-M-20170605	STER_028-M-20170605-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellC3	2017-06-05T14:05:00Z	2018-08-29T00:00:00Z	1596319	716271	PRJNA406974	paired ends may be out of order
STER_026-M-20170605	STER_026-M-20170605-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellB4	2017-06-05T15:39:00Z	2018-08-29T00:00:00Z	2777201	1207347	PRJNA406974	paired ends may be out of order
STER_029-M-20170605	STER_029-M-20170605-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate67WellE4	2017-06-05T15:38:00Z	2018-08-29T00:00:00Z	9932927	4037771	PRJNA406974	paired ends may be out of order
STER_027-M-20170605	STER_027-M-20170605-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellC2	2017-06-05T17:11:00Z	2018-08-29T00:00:00Z	846546	374169	PRJNA406974	paired ends may be out of order
STER_006-M-20170606	STER_006-M-20170606-COMP-DNA2	STER	HWVCLBGX7	BMI_Plate75WellG11	2017-06-06T14:52:00Z	2018-12-04T00:00:00Z	6782789	2811566	PRJNA406974	paired ends may be out of order
STER_012-M-20170606	STER_012-M-20170606-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellB2	2017-06-06T15:31:00Z	2018-08-29T00:00:00Z	1288541	565473	PRJNA406974	paired ends may be out of order
STER_016-M-20170606	STER_016-M-20170606-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellB3	2017-06-06T16:07:00Z	2018-08-29T00:00:00Z	4209969	1882091	PRJNA406974	paired ends may be out of order
STER_010-M-20170606	STER_010-M-20170606-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellA3	2017-06-06T16:45:00Z	2018-08-29T00:00:00Z	2862852	2661331	PRJNA406974	paired ends may be out of order
STER_011-M-20170606	STER_011-M-20170606-COMP-DNA1	STER	HFWM5BGX7	BMI_Plate68WellA4	2017-06-06T17:26:00Z	2018-08-29T00:00:00Z	6567277	3699480	PRJNA406974	paired ends may be out of order
CLBJ_002-M-20170411	CLBJ_002-M-20170411-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA3	2017-04-11T16:40:00Z	2018-10-23T00:00:00Z	9096107	3672312	PRJNA406974	paired ends may be out of order
CLBJ_003-M-20170411	CLBJ_003-M-20170411-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA4	2017-04-11T18:10:00Z	2018-10-23T00:00:00Z	7153506	2811252	PRJNA406974	paired ends may be out of order
CLBJ_006-M-20170412	CLBJ_006-M-20170412-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA5	2017-04-12T14:47:00Z	2018-10-23T00:00:00Z	7662947	3136995	PRJNA406974	paired ends may be out of order
CLBJ_001-M-20170412	CLBJ_001-M-20170412-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA2	2017-04-12T15:45:00Z	2018-10-23T00:00:00Z	8613971	3476704	PRJNA406974	paired ends may be out of order
CLBJ_031-M-20170412	CLBJ_031-M-20170412-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA6	2017-04-12T17:25:00Z	2018-10-23T00:00:00Z	7583392	3090982	PRJNA406974	paired ends may be out of order
CLBJ_040-M-20170413	CLBJ_040-M-20170413-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA11	2017-04-13T15:02:00Z	2018-10-23T00:00:00Z	8421880	3414858	PRJNA406974	paired ends may be out of order
CLBJ_033-M-20170413	CLBJ_033-M-20170413-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA8	2017-04-13T17:00:00Z	2018-10-23T00:00:00Z	7994672	3229683	PRJNA406974	paired ends may be out of order
CLBJ_038-O-20170413	CLBJ_038-O-20170413-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA10	2017-04-13T17:45:00Z	2018-10-23T00:00:00Z	11792644	4836308	PRJNA406974	paired ends may be out of order
CLBJ_034-M-20170413	CLBJ_034-M-20170413-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA9	2017-04-13T18:30:00Z	2018-10-23T00:00:00Z	14129403	5860220	PRJNA406974	paired ends may be out of order
CLBJ_032-M-20170413	CLBJ_032-M-20170413-COMP-DNA1	CLBJ	HL7C5BGX7	BMI_Plate41WellA7	2017-04-13T20:04:00Z	2018-10-23T00:00:00Z	10229623	4036194	PRJNA406974	paired ends may be out of order
CLBJ_034-M-20180409	CLBJ_034-M-20180409-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB7	2018-04-09T17:02:00Z	2018-12-10T00:00:00Z	3485551	1437013	PRJNA406974	paired ends may be out of order
CLBJ_031-M-20180409	CLBJ_031-M-20180409-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB4	2018-04-09T18:49:00Z	2018-12-10T00:00:00Z	6580875	2658030	PRJNA406974	paired ends may be out of order
CLBJ_033-M-20180409	CLBJ_033-M-20180409-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB6	2018-04-09T20:45:00Z	2018-12-10T00:00:00Z	3612540	1861010	PRJNA406974	paired ends may be out of order
CLBJ_001-M-20180410	CLBJ_001-M-20180410-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellA12	2018-04-10T16:23:00Z	2018-12-10T00:00:00Z	4205971	2228979	PRJNA406974	paired ends may be out of order
CLBJ_006-M-20180410	CLBJ_006-M-20180410-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB3	2018-04-10T18:47:00Z	2018-12-10T00:00:00Z	5190498	2060392	PRJNA406974	paired ends may be out of order
CLBJ_002-M-20180410	CLBJ_002-M-20180410-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB1	2018-04-10T21:20:00Z	2018-12-10T00:00:00Z	7271931	2955294	PRJNA406974	paired ends may be out of order
CLBJ_040-M-20180411	CLBJ_040-M-20180411-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB9	2018-04-11T15:29:00Z	2018-12-10T00:00:00Z	5369224	2179803	PRJNA406974	paired ends may be out of order
CLBJ_038-M-20180411	CLBJ_038-M-20180411-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB8	2018-04-11T17:20:00Z	2018-12-10T00:00:00Z	6470903	2588529	PRJNA406974	paired ends may be out of order
CLBJ_032-M-20180411	CLBJ_032-M-20180411-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB5	2018-04-11T19:24:00Z	2018-12-10T00:00:00Z	22104894	9011456	PRJNA406974	paired ends may be out of order
CLBJ_003-M-20180411	CLBJ_003-M-20180411-COMP-DNA1	CLBJ	HWTKKBGX7	BMI_Plate81WellB2	2018-04-11T21:34:00Z	2018-12-10T00:00:00Z	7906362	3174889	PRJNA406974	paired ends may be out of order
OAES_001-M-20170626	OAES_001-M-20170626-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellA12	2017-06-26T22:20:00Z	2018-10-23T00:00:00Z	10660436	4503412	PRJNA406974	paired ends may be out of order
OAES_004-M-20170626	OAES_004-M-20170626-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB3	2017-06-26T22:03:00Z	2018-10-23T00:00:00Z	12021873	6214768	PRJNA406974	paired ends may be out of order
OAES_045-M-20170627	OAES_045-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB9	2017-06-27T14:00:00Z	2018-10-23T00:00:00Z	16916350	6715689	PRJNA406974	paired ends may be out of order
OAES_007-M-20170627	OAES_007-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB4	2017-06-27T13:59:00Z	2018-10-23T00:00:00Z	9647290	5130871	PRJNA406974	paired ends may be out of order
OAES_042-M-20170627	OAES_042-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB6	2017-06-27T15:15:00Z	2018-10-23T00:00:00Z	12806116	5364600	PRJNA406974	paired ends may be out of order
OAES_009-M-20170627	OAES_009-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB5	2017-06-27T15:17:00Z	2018-10-23T00:00:00Z	6362688	2693685	PRJNA406974	paired ends may be out of order
OAES_044-M-20170627	OAES_044-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB8	2017-06-27T16:37:00Z	2018-10-23T00:00:00Z	14157694	5867457	PRJNA406974	paired ends may be out of order
OAES_002-M-20170627	OAES_002-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB1	2017-06-27T16:50:00Z	2018-10-23T00:00:00Z	15632751	6606132	PRJNA406974	paired ends may be out of order
OAES_043-M-20170627	OAES_043-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB7	2017-06-27T17:37:00Z	2018-10-23T00:00:00Z	13717279	5837325	PRJNA406974	paired ends may be out of order
OAES_003-M-20170627	OAES_003-M-20170627-COMP-DNA1	OAES	HL7C5BGX7	BMI_Plate41WellB2	2017-06-27T18:25:00Z	2018-10-23T00:00:00Z	17254060	9025197	PRJNA406974	paired ends may be out of order
OAES_001-M-20180529	OAES_001-M-20180529-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellB10	2018-05-29T20:28:00Z	2018-12-10T00:00:00Z	4608170	1947457	PRJNA406974	paired ends may be out of order
OAES_004-M-20180529	OAES_004-M-20180529-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellC1	2018-05-29T20:27:00Z	2018-12-10T00:00:00Z	8277361	3455716	PRJNA406974	paired ends may be out of order
OAES_003-M-20180529	OAES_003-M-20180529-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellB12	2018-05-29T21:44:00Z	2018-12-10T00:00:00Z	5795886	5160583	PRJNA406974	paired ends may be out of order
OAES_042-M-20180529	OAES_042-M-20180529-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellC4	2018-05-29T21:59:00Z	2018-12-10T00:00:00Z	20610686	8518082	PRJNA406974	paired ends may be out of order
OAES_044-M-20180530	OAES_044-M-20180530-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellC6	2018-05-30T14:35:00Z	2018-12-10T00:00:00Z	13978271	8893474	PRJNA406974	paired ends may be out of order
OAES_007-M-20180530	OAES_007-M-20180530-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellC2	2018-05-30T14:16:00Z	2018-12-10T00:00:00Z	9671216	4120388	PRJNA406974	paired ends may be out of order
OAES_009-M-20180530	OAES_009-M-20180530-COMP-DNA1	OAES	HWTKKBGX7	BMI_Plate81WellC3	2018-05-30T15:44:00Z	2018-12-10T00:00:00Z	8888480	3847241	PRJNA406974	paired ends may be out of order
