sampleID	dnaSampleID	siteID	sequencerRunID	internalLabID	collectDate	processedDate	sampleTotalReadNumber	sampleFilteredReadNumber	ncbiProjectID	remarks
BARR_006-O-20170807	BARR_006-O-20170807-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA7	2017-08-08T01:16:00Z	2018-07-30T00:00:00Z	3157167	1855240	PRJNA406974	paired ends may be out of order
BARR_053-O-20170808	BARR_053-O-20170808-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA10	2017-08-08T19:49:00Z	2018-07-30T00:00:00Z	4320112	1496479	PRJNA406974	paired ends may be out of order
BARR_002-O-20170808	BARR_002-O-20170808-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA3	2017-08-09T07:07:00Z	2018-07-30T00:00:00Z	15711344	5533401	PRJNA406974	paired ends may be out of order
BARR_051-O-20170808	BARR_051-O-20170808-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA8	2017-08-08T22:16:00Z	2018-07-30T00:00:00Z	9597862	3450143	PRJNA406974	paired ends may be out of order
BARR_052-O-20170808	BARR_052-O-20170808-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA9	2017-08-08T23:17:00Z	2018-07-30T00:00:00Z	1692071	772743	PRJNA406974	paired ends may be out of order
BARR_004-O-20170809	BARR_004-O-20170809-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA5	2017-08-09T18:58:00Z	2018-07-30T00:00:00Z	10373743	3772089	PRJNA406974	paired ends may be out of order
BARR_005-O-20170809	BARR_005-O-20170809-COMP-DNA1	BARR	HFWLVBGX7	BMI_Plate61WellA6	2017-08-09T21:24:00Z	2018-07-30T00:00:00Z	4026682	1819658	PRJNA406974	paired ends may be out of order
TOOL_043-O-20170719	TOOL_043-O-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG8	2017-07-19T19:37:00Z	2018-08-21T00:00:00Z	13683214	8900651	PRJNA406974	paired ends may be out of order
TOOL_041-O-20170719	TOOL_041-O-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG4	2017-07-19T20:00:00Z	2018-08-21T00:00:00Z	9844280	3817617	PRJNA406974	paired ends may be out of order
TOOL_043-M-20170719	TOOL_043-M-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG7	2017-07-19T18:30:00Z	2018-08-21T00:00:00Z	12244410	4819409	PRJNA406974	paired ends may be out of order
TOOL_041-M-20170719	TOOL_041-M-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG3	2017-07-19T18:54:00Z	2018-08-21T00:00:00Z	15457800	6080215	PRJNA406974	paired ends may be out of order
TOOL_042-O-20170719	TOOL_042-O-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG6	2017-07-20T00:49:00Z	2018-08-21T00:00:00Z	8689761	3408834	PRJNA406974	paired ends may be out of order
TOOL_042-M-20170719	TOOL_042-M-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG5	2017-07-20T01:13:00Z	2018-08-21T00:00:00Z	10921835	4266053	PRJNA406974	paired ends may be out of order
TOOL_044-O-20170719	TOOL_044-O-20170719-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG10	2017-07-20T02:14:00Z	2018-08-21T00:00:00Z	11263940	6001903	PRJNA406974	paired ends may be out of order
TOOL_044-M-20170719	TOOL_044-M-20170719-COMP-DNA2	TOOL	HFWM5BGX7	BMI_Plate68WellA5	2017-07-20T02:33:00Z	2018-08-29T00:00:00Z	1229966	407770	PRJNA406974	paired ends may be out of order
TOOL_005-O-20170721	TOOL_005-O-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF12	2017-07-21T20:05:00Z	2018-08-21T00:00:00Z	10207040	3901469	PRJNA406974	paired ends may be out of order
TOOL_005-M-20170721	TOOL_005-M-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF11	2017-07-21T20:06:00Z	2018-08-21T00:00:00Z	9466948	3649934	PRJNA406974	paired ends may be out of order
TOOL_006-O-20170721	TOOL_006-O-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG2	2017-07-21T21:05:00Z	2018-08-21T00:00:00Z	12612288	5060502	PRJNA406974	paired ends may be out of order
TOOL_006-M-20170721	TOOL_006-M-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellG1	2017-07-21T20:18:00Z	2018-08-21T00:00:00Z	1707434	638246	PRJNA406974	paired ends may be out of order
TOOL_002-O-20170721	TOOL_002-O-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF7	2017-07-22T01:24:00Z	2018-08-21T00:00:00Z	11106712	4393409	PRJNA406974	paired ends may be out of order
TOOL_001-O-20170721	TOOL_001-O-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF5	2017-07-22T00:38:00Z	2018-08-21T00:00:00Z	9675723	6291745	PRJNA406974	paired ends may be out of order
TOOL_001-M-20170721	TOOL_001-M-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF4	2017-07-22T00:29:00Z	2018-08-21T00:00:00Z	14702731	9678083	PRJNA406974	paired ends may be out of order
TOOL_002-M-20170721	TOOL_002-M-20170721-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF6	2017-07-22T00:29:00Z	2018-08-21T00:00:00Z	10509415	5488649	PRJNA406974	paired ends may be out of order
TOOL_003-O-20170726	TOOL_003-O-20170726-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF8	2017-07-26T19:55:00Z	2018-08-21T00:00:00Z	9382768	6302459	PRJNA406974	paired ends may be out of order
TOOL_004-O-20170726	TOOL_004-O-20170726-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF10	2017-07-26T22:52:00Z	2018-08-21T00:00:00Z	14178220	12933682	PRJNA406974	paired ends may be out of order
TOOL_004-M-20170726	TOOL_004-M-20170726-COMP-DNA1	TOOL	HM2FCBGX7	BMI_Plate61WellF9	2017-07-27T00:52:00Z	2018-08-21T00:00:00Z	16073089	6482794	PRJNA406974	paired ends may be out of order
BONA_071-O-20180918	BONA_071-O-20180918-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0462	2018-09-18T19:18:00Z	2019-03-01T00:00:00Z	11717229	6991613	PRJNA406974	paired ends may be out of order
BONA_080-O-20180918	BONA_080-O-20180918-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0463	2018-09-18T19:23:00Z	2019-03-01T00:00:00Z	9664852	3649055	PRJNA406974	paired ends may be out of order
BONA_070-O-20180918	BONA_070-O-20180918-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0461	2018-09-18T20:45:00Z	2019-03-17T00:00:00Z	115357	7503	PRJNA406974	paired ends may be out of order
BONA_084-O-20180918	BONA_084-O-20180918-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0464	2018-09-18T21:02:00Z	2019-03-17T00:00:00Z	1962	NA	PRJNA406974	paired ends may be out of order
BONA_013-O-20180919	BONA_013-O-20180919-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0460	2018-09-19T19:57:00Z	2019-03-01T00:00:00Z	14764093	7251229	PRJNA406974	paired ends may be out of order
BONA_009-O-20180919	BONA_009-O-20180919-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0459	2018-09-19T20:21:00Z	2019-03-01T00:00:00Z	6223911	2985750	PRJNA406974	paired ends may be out of order
BONA_004-O-20180919	BONA_004-O-20180919-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0457	2018-09-19T22:09:00Z	2019-03-01T00:00:00Z	9787005	3552346	PRJNA406974	paired ends may be out of order
BONA_001-O-20180920	BONA_001-O-20180920-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0455	2018-09-20T18:53:00Z	2019-03-01T00:00:00Z	7680964	2720168	PRJNA406974	paired ends may be out of order
BONA_002-O-20180920	BONA_002-O-20180920-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0456	2018-09-20T20:48:00Z	2019-03-17T00:00:00Z	7537	NA	PRJNA406974	paired ends may be out of order
BONA_006-O-20180928	BONA_006-O-20180928-COMP-DNA1	BONA	HWVWKBGX7	18S_05_0458	2018-09-28T20:15:00Z	2019-03-01T00:00:00Z	9407783	4480262	PRJNA406974	paired ends may be out of order
DEJU_047-O-20160816	DEJU_047-O-20160816-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellB8	2016-08-17T00:32:00Z	2018-08-14T00:00:00Z	6024205	2301708	PRJNA406974	paired ends may be out of order
DEJU_046-O-20160817	DEJU_046-O-20160817-COMP-DNA2	DEJU	HL77TBGX7	BMI_Plate68WellG4	2016-08-17T18:55:00Z	2018-09-04T00:00:00Z	6233108	4006333	PRJNA406974	paired ends may be out of order
DEJU_048-O-20160817	DEJU_048-O-20160817-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellB9	2016-08-17T21:00:00Z	2018-08-14T00:00:00Z	1198265	450183	PRJNA406974	paired ends may be out of order
DEJU_001-O-20160817	DEJU_001-O-20160817-COMP-DNA1	DEJU	HFWLVBGX7	BMI_Plate61WellA12	2016-08-17T21:50:00Z	2018-07-30T00:00:00Z	1256990	441513	PRJNA406974	paired ends may be out of order
DEJU_014-O-20160818	DEJU_014-O-20160818-COMP-DNA1	DEJU	HFWLVBGX7	BMI_Plate61WellB4	2016-08-18T18:00:00Z	2018-07-30T00:00:00Z	6701130	2393623	PRJNA406974	paired ends may be out of order
DEJU_009-O-20160818	DEJU_009-O-20160818-COMP-DNA1	DEJU	HFWLVBGX7	BMI_Plate61WellB3	2016-08-18T20:34:00Z	2018-07-30T00:00:00Z	4277379	2019018	PRJNA406974	paired ends may be out of order
DEJU_006-O-20160830	DEJU_006-O-20160830-COMP-DNA1	DEJU	HFWLVBGX7	BMI_Plate61WellB2	2016-08-30T21:33:00Z	2018-07-30T00:00:00Z	2589385	1250588	PRJNA406974	paired ends may be out of order
DEJU_002-O-20160830	DEJU_002-O-20160830-COMP-DNA1	DEJU	HFWLVBGX7	BMI_Plate61WellB1	2016-08-30T23:45:00Z	2018-07-30T00:00:00Z	16026496	5791329	PRJNA406974	paired ends may be out of order
DEJU_015-O-20160830	DEJU_015-O-20160830-COMP-DNA1	DEJU	HFWLVBGX7	BMI_Plate61WellB5	2016-08-31T01:42:00Z	2018-07-30T00:00:00Z	2926970	988807	PRJNA406974	paired ends may be out of order
DEJU_001-O-20170619	DEJU_001-O-20170619-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellD8	2017-06-19T23:20:00Z	2018-08-14T00:00:00Z	1276587	1201586	PRJNA406974	paired ends may be out of order
DEJU_006-O-20170620	DEJU_006-O-20170620-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellD10	2017-06-20T19:14:00Z	2018-08-14T00:00:00Z	4475280	2304609	PRJNA406974	paired ends may be out of order
DEJU_014-O-20170620	DEJU_014-O-20170620-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellD12	2017-06-20T20:03:00Z	2018-08-14T00:00:00Z	10779206	4282844	PRJNA406974	paired ends may be out of order
DEJU_015-O-20170620	DEJU_015-O-20170620-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellE1	2017-06-20T22:52:00Z	2018-08-14T00:00:00Z	6953300	2605118	PRJNA406974	paired ends may be out of order
DEJU_002-O-20170620	DEJU_002-O-20170620-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellD9	2017-06-20T23:48:00Z	2018-08-14T00:00:00Z	6614239	3391094	PRJNA406974	paired ends may be out of order
DEJU_047-O-20170621	DEJU_047-O-20170621-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellE4	2017-06-21T18:42:00Z	2018-08-14T00:00:00Z	3852208	1409612	PRJNA406974	paired ends may be out of order
DEJU_048-O-20170621	DEJU_048-O-20170621-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellE5	2017-06-22T07:28:00Z	2018-08-14T00:00:00Z	11316155	4142654	PRJNA406974	paired ends may be out of order
DEJU_045-O-20170621	DEJU_045-O-20170621-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellE2	2017-06-21T20:51:00Z	2018-08-14T00:00:00Z	6908521	2660220	PRJNA406974	paired ends may be out of order
DEJU_046-O-20170621	DEJU_046-O-20170621-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellE3	2017-06-21T21:49:00Z	2018-08-14T00:00:00Z	3241473	1645934	PRJNA406974	paired ends may be out of order
DEJU_009-O-20170621	DEJU_009-O-20170621-COMP-DNA1	DEJU	HLN2JBGX7	BMI_Plate61WellD11	2017-06-22T00:14:00Z	2018-08-14T00:00:00Z	5638222	2105726	PRJNA406974	paired ends may be out of order
DEJU_006-O-20180618	DEJU_006-O-20180618-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE1	2018-06-18T17:22:00Z	2018-12-10T00:00:00Z	16563097	10310999	PRJNA406974	paired ends may be out of order
DEJU_006-M-20180618	DEJU_006-M-20180618-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellD12	2018-06-18T17:35:00Z	2018-12-10T00:00:00Z	5829487	2925247	PRJNA406974	paired ends may be out of order
DEJU_014-O-20180618	DEJU_014-O-20180618-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE5	2018-06-18T20:14:00Z	2018-12-10T00:00:00Z	9237201	4542594	PRJNA406974	paired ends may be out of order
DEJU_014-M-20180618	DEJU_014-M-20180618-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE4	2018-06-18T20:21:00Z	2018-12-10T00:00:00Z	10691903	6831114	PRJNA406974	paired ends may be out of order
DEJU_001-O-20180619	DEJU_001-O-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellD9	2018-06-19T20:48:00Z	2018-12-10T00:00:00Z	3250906	1197285	PRJNA406974	paired ends may be out of order
DEJU_001-M-20180619	DEJU_001-M-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellD8	2018-06-19T21:04:00Z	2018-12-10T00:00:00Z	5217136	1888648	PRJNA406974	paired ends may be out of order
DEJU_002-O-20180619	DEJU_002-O-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellD11	2018-06-19T21:52:00Z	2018-12-10T00:00:00Z	7144849	4449548	PRJNA406974	paired ends may be out of order
DEJU_002-M-20180619	DEJU_002-M-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellD10	2018-06-19T21:58:00Z	2018-12-10T00:00:00Z	5765974	2212794	PRJNA406974	paired ends may be out of order
DEJU_009-O-20180619	DEJU_009-O-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE3	2018-06-19T23:42:00Z	2018-12-10T00:00:00Z	8660793	3111179	PRJNA406974	paired ends may be out of order
DEJU_009-M-20180619	DEJU_009-M-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE2	2018-06-20T00:00:00Z	2018-12-10T00:00:00Z	6589280	2494330	PRJNA406974	paired ends may be out of order
DEJU_015-O-20180619	DEJU_015-O-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE7	2018-06-20T01:22:00Z	2018-12-10T00:00:00Z	3423473	1668278	PRJNA406974	paired ends may be out of order
DEJU_015-M-20180619	DEJU_015-M-20180619-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE6	2018-06-20T01:26:00Z	2018-12-10T00:00:00Z	15307433	5885647	PRJNA406974	paired ends may be out of order
DEJU_048-O-20180621	DEJU_048-O-20180621-COMP-DNA1	DEJU	HWVWMBGX7	BMI_Plate81WellF3	2018-06-21T20:49:00Z	2018-12-21T00:00:00Z	10713165	3746145	PRJNA406974	paired ends may be out of order
DEJU_047-O-20180621	DEJU_047-O-20180621-COMP-DNA1	DEJU	HWVWMBGX7	BMI_Plate81WellF1	2018-06-21T20:25:00Z	2018-12-21T00:00:00Z	8108381	4973772	PRJNA406974	paired ends may be out of order
DEJU_047-M-20180621	DEJU_047-M-20180621-COMP-DNA1	DEJU	HWVWMBGX7	BMI_Plate81WellE12	2018-06-21T20:34:00Z	2018-12-21T00:00:00Z	14549495	7105148	PRJNA406974	paired ends may be out of order
DEJU_048-M-20180621	DEJU_048-M-20180621-COMP-DNA1	DEJU	HWVWMBGX7	BMI_Plate81WellF2	2018-06-21T21:01:00Z	2018-12-21T00:00:00Z	9944398	5043618	PRJNA406974	paired ends may be out of order
DEJU_045-O-20180621	DEJU_045-O-20180621-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE9	2018-06-21T22:21:00Z	2018-12-10T00:00:00Z	3296548	1184552	PRJNA406974	paired ends may be out of order
DEJU_045-M-20180621	DEJU_045-M-20180621-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE8	2018-06-21T22:29:00Z	2018-12-10T00:00:00Z	6282930	3120085	PRJNA406974	paired ends may be out of order
DEJU_046-O-20180621	DEJU_046-O-20180621-COMP-DNA1	DEJU	HWVWMBGX7	BMI_Plate81WellE11	2018-06-21T23:41:00Z	2018-12-21T00:00:00Z	9155274	2988115	PRJNA406974	paired ends may be out of order
DEJU_046-M-20180621	DEJU_046-M-20180621-COMP-DNA1	DEJU	HWTKKBGX7	BMI_Plate81WellE10	2018-06-21T23:54:00Z	2018-12-10T00:00:00Z	6328881	3977591	PRJNA406974	paired ends may be out of order
HEAL_048-O-20160725	HEAL_048-O-20160725-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC7	2016-07-26T03:00:00Z	2018-08-14T00:00:00Z	3794317	1475030	PRJNA406974	paired ends may be out of order
HEAL_047-O-20160726	HEAL_047-O-20160726-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC6	2016-07-26T19:45:00Z	2018-08-14T00:00:00Z	3477463	3239234	PRJNA406974	paired ends may be out of order
HEAL_046-O-20160726	HEAL_046-O-20160726-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC5	2016-07-26T23:10:00Z	2018-08-14T00:00:00Z	7447532	2894465	PRJNA406974	paired ends may be out of order
HEAL_045-O-20160727	HEAL_045-O-20160727-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC4	2016-07-27T18:16:00Z	2018-08-14T00:00:00Z	3536976	1341710	PRJNA406974	paired ends may be out of order
HEAL_010-O-20160802	HEAL_010-O-20160802-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC1	2016-08-02T19:35:00Z	2018-08-14T00:00:00Z	4295690	2264113	PRJNA406974	paired ends may be out of order
HEAL_025-O-20160803	HEAL_025-O-20160803-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC3	2016-08-03T19:39:00Z	2018-08-14T00:00:00Z	4332129	1684629	PRJNA406974	paired ends may be out of order
HEAL_011-O-20160803	HEAL_011-O-20160803-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellC2	2016-08-03T23:40:00Z	2018-08-14T00:00:00Z	2155317	983670	PRJNA406974	paired ends may be out of order
HEAL_005-O-20160804	HEAL_005-O-20160804-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellB12	2016-08-04T19:05:00Z	2018-08-14T00:00:00Z	9501035	3682078	PRJNA406974	paired ends may be out of order
HEAL_001-O-20160804	HEAL_001-O-20160804-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellB10	2016-08-04T21:47:00Z	2018-08-14T00:00:00Z	6696286	2599539	PRJNA406974	paired ends may be out of order
HEAL_004-O-20160802	HEAL_004-O-20160802-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellB11	2016-09-06T22:49:00Z	2018-08-14T00:00:00Z	6355431	4206726	PRJNA406974	paired ends may be out of order
HEAL_010-O-20170724	HEAL_010-O-20170724-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE9	2017-07-24T23:10:00Z	2018-08-14T00:00:00Z	4813623	1895424	PRJNA406974	paired ends may be out of order
HEAL_001-O-20170724	HEAL_001-O-20170724-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE6	2017-07-25T01:08:00Z	2018-08-14T00:00:00Z	3931505	1513413	PRJNA406974	paired ends may be out of order
HEAL_046-O-20170725	HEAL_046-O-20170725-COMP-DNA1	HEAL	HM2FCBGX7	BMI_Plate61WellF1	2017-07-25T18:31:00Z	2018-08-21T00:00:00Z	10175531	3838213	PRJNA406974	paired ends may be out of order
HEAL_048-O-20170725	HEAL_048-O-20170725-COMP-DNA1	HEAL	HM2FCBGX7	BMI_Plate61WellF3	2017-07-25T18:28:00Z	2018-08-21T00:00:00Z	11101214	10329237	PRJNA406974	paired ends may be out of order
HEAL_047-O-20170725	HEAL_047-O-20170725-COMP-DNA1	HEAL	HM2FCBGX7	BMI_Plate61WellF2	2017-07-25T21:08:00Z	2018-08-21T00:00:00Z	12685315	4930355	PRJNA406974	paired ends may be out of order
HEAL_045-O-20170725	HEAL_045-O-20170725-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE12	2017-07-25T21:21:00Z	2018-08-14T00:00:00Z	9601220	4938443	PRJNA406974	paired ends may be out of order
HEAL_011-O-20170726	HEAL_011-O-20170726-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE10	2017-07-26T18:38:00Z	2018-08-14T00:00:00Z	10455818	4144895	PRJNA406974	paired ends may be out of order
HEAL_025-O-20170726	HEAL_025-O-20170726-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE11	2017-07-26T19:10:00Z	2018-08-14T00:00:00Z	10167509	5282514	PRJNA406974	paired ends may be out of order
HEAL_005-O-20170726	HEAL_005-O-20170726-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE8	2017-07-26T22:35:00Z	2018-08-14T00:00:00Z	4073660	1556452	PRJNA406974	paired ends may be out of order
HEAL_004-O-20170726	HEAL_004-O-20170726-COMP-DNA1	HEAL	HLN2JBGX7	BMI_Plate61WellE7	2017-07-26T22:50:00Z	2018-08-14T00:00:00Z	11146780	4327173	PRJNA406974	paired ends may be out of order
HOPB.20170719.AMC.EPIPSAMMON.3	HOPB.20170719.AMC.EPIPSAMMON.3-DNA1	HOPB	HVKLFBGX5	BMI_Tube798	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	7795886	2787616	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPILITHON.4	HOPB.20170719.AMC.EPILITHON.4-DNA1	HOPB	HVKLFBGX5	BMI_Tube784	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	11166902	9973118	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPIPSAMMON.1	HOPB.20170719.AMC.EPIPSAMMON.1-DNA1	HOPB	HVKLFBGX5	BMI_Tube732	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	6630067	4244656	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPILITHON.1	HOPB.20170719.AMC.EPILITHON.1-DNA1	HOPB	HVKLFBGX5	BMI_Tube709	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	16958910	5389693	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPILITHON.3	HOPB.20170719.AMC.EPILITHON.3-DNA1	HOPB	HVKLFBGX5	BMI_Tube783	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	13684797	6219924	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPIPSAMMON.2	HOPB.20170719.AMC.EPIPSAMMON.2-DNA1	HOPB	HVKLFBGX5	BMI_Tube733	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	9016587	3305647	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPILITHON.2	HOPB.20170719.AMC.EPILITHON.2-DNA1	HOPB	HVKLFBGX5	BMI_Tube782	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	17070057	5515566	PRJNA406976	paired ends may be out of order
HOPB.20170719.AMC.EPILITHON.5	HOPB.20170719.AMC.EPILITHON.5-DNA1	HOPB	HVKLFBGX5	BMI_Tube785	2017-07-19T14:30:00Z	2018-07-18T00:00:00Z	9214843	4272869	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPILITHON.4	HOPB.20180723.AMC.EPILITHON.4-DNA1	HOPB	HFWM2BGX7	BMI_AquaticPlate3WellC2	2018-07-23T14:51:00Z	2018-10-01T00:00:00Z	8367330	2772215	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPILITHON.3	HOPB.20180723.AMC.EPILITHON.3-DNA1	HOPB	HFWM2BGX7	BMI_AquaticPlate3WellD2	2018-07-23T14:51:00Z	2018-10-01T00:00:00Z	8662099	4087398	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPIPSAMMON.3	HOPB.20180723.AMC.EPIPSAMMON.3-DNA1	HOPB	H53VWBGXB	BMI_AquaticPlate6WellE5	2018-07-23T14:51:00Z	2019-03-19T00:00:00Z	10290212	5264708	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPIPSAMMON.1	HOPB.20180723.AMC.EPIPSAMMON.1-DNA1	HOPB	HWTY2BGX7	BMI_AquaticPlate6WellG5	2018-07-23T14:51:00Z	2019-05-16T00:00:00Z	8885367	3567818	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPILITHON.5	HOPB.20180723.AMC.EPILITHON.5-DNA1	HOPB	HFWM2BGX7	BMI_AquaticPlate3WellB2	2018-07-23T14:51:00Z	2018-10-01T00:00:00Z	8892148	3029157	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPILITHON.1	HOPB.20180723.AMC.EPILITHON.1-DNA1	HOPB	HFWM2BGX7	BMI_AquaticPlate3WellF2	2018-07-23T14:51:00Z	2018-10-01T00:00:00Z	24646027	12028912	PRJNA406976	paired ends may be out of order
HOPB.20180723.AMC.EPILITHON.2	HOPB.20180723.AMC.EPILITHON.2-DNA1	HOPB	HFWM2BGX7	BMI_AquaticPlate3WellE2	2018-07-23T14:51:00Z	2018-10-01T00:00:00Z	26469467	9368473	PRJNA406976	paired ends may be out of order
LEWI.20170711.AMC.EPIPELON.2	LEWI.20170711.AMC.EPIPELON.2-DNA1	LEWI	HVJHMBGX5	BMI_Tube295	2017-07-11T13:46:00Z	2018-06-14T00:00:00Z	6693068	3305839	PRJNA406976	paired ends may be out of order
LEWI.20170711.AMC.EPILITHON.2	LEWI.20170711.AMC.EPILITHON.2-DNA1	LEWI	HVKLYBGX5	BMI_Tube176	2017-07-11T13:46:00Z	2018-06-07T00:00:00Z	13457141	4710736	PRJNA406976	paired ends may be out of order
LEWI.20170711.AMC.EPIPELON.3	LEWI.20170711.AMC.EPIPELON.3-DNA1	LEWI	HVJHMBGX5	BMI_Tube296	2017-07-11T13:46:00Z	2018-06-14T00:00:00Z	9662602	8283894	PRJNA406976	paired ends may be out of order
LEWI.20170711.AMC.EPIPELON.5	LEWI.20170711.AMC.EPIPELON.5-DNA1	LEWI	HVJHMBGX5	BMI_Tube298	2017-07-11T13:46:00Z	2018-06-14T00:00:00Z	13803931	6980431	PRJNA406976	paired ends may be out of order
LEWI.20170711.AMC.EPIPELON.4	LEWI.20170711.AMC.EPIPELON.4-DNA1	LEWI	HVJHMBGX5	BMI_Tube297	2017-07-11T13:46:00Z	2018-06-14T00:00:00Z	9382946	3528317	PRJNA406976	paired ends may be out of order
